item,url,discount_price,price,is_autograph,avg_review_value,number_of_questions,number_of_reviews,vendor,is_sold_out,ds
KIHYUN - [YOUTH] 1st Mini Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-3-version-set,45.93,54.03,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album GOODBYE YOUTH Version,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-goodbye-youth-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album JEWEL CASE 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-jewel-case-3-version-set,30.62,36.02,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album Jewel Case RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-jewel-case-random-version,10.03,11.80,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album Jewel Case Ver.1,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-jewel-case-ver-1,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album Jewel Case Ver.2,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-jewel-case-ver-2,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album Jewel Case Ver.3,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-jewel-case-ver-3,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album KIHNO KIT,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-kihno-kit,19.48,22.92,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album THE 2ND JOURNEY Version,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-the-2nd-journey-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
KIHYUN - [YOUTH] 1st Mini Album YOUTH Version,https://www.kpopalbums.com/collections/lastest-release/products/kihyun-youth-1st-mini-album-youth-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
KIM KWANG SEOK - [VOL.4],https://www.kpopalbums.com/collections/lastest-release/products/kim-kwang-seok-vol-4,11.89,13.99,False,0.00,0,0,kpopalbums,False,2022-11-14
Queenz Eye - [Queenz Table] 1st Single Album,https://www.kpopalbums.com/collections/lastest-release/products/queenz-eye-queenz-table-1st-single-album,11.89,13.99,False,0.00,0,0,kpopalbums,False,2022-11-14
ELAINE - [2] 2nd Album,https://www.kpopalbums.com/collections/lastest-release/products/elaine-2-2nd-album,13.24,15.58,False,0.00,0,0,kpopalbums,False,2022-11-14
ROAD-B - [ICARUS] 1st Single,https://www.kpopalbums.com/collections/lastest-release/products/road-b-icarus-1st-single,13.24,15.58,False,0.00,0,0,kpopalbums,False,2022-11-14
ACHIM - [PHILADELPHIA SESSION 1994] 2nd Album Repackage,https://www.kpopalbums.com/collections/lastest-release/products/achim-philadelphia-session-1994-2nd-album-repackage,17.47,20.55,False,0.00,0,0,kpopalbums,True,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album PLATFORM Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-platform-version,11.89,13.99,False,0.00,0,0,kpopalbums,False,2022-11-14
WEi - [Love Pt.2 : Passion] 5th Mini Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/wei-love-pt-2-passion-5th-mini-album-3-version-set,45.93,54.03,False,0.00,0,0,kpopalbums,False,2022-11-14
WEi - [Love Pt.2 : Passion] 5th Mini Album FIERCE LOVE Version,https://www.kpopalbums.com/collections/lastest-release/products/wei-love-pt-2-passion-5th-mini-album-fierce-love-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
WEi - [Love Pt.2 : Passion] 5th Mini Album GAIN A LOVE Version,https://www.kpopalbums.com/collections/lastest-release/products/wei-love-pt-2-passion-5th-mini-album-gain-a-love-version-2,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
WEi - [Love Pt.2 : Passion] 5th Mini Album PASSION OF LOVE Version,https://www.kpopalbums.com/collections/lastest-release/products/wei-love-pt-2-passion-5th-mini-album-passion-of-love-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
WEi - [Love Pt.2 : Passion] 5th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/wei-love-pt-2-passion-5th-mini-album-random-version,15.04,17.70,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Jewel Case 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-jewel-case-2-version-set,28.95,34.06,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Jewel Case RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-jewel-case-random-version,9.49,11.16,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Jewel Case Ver.1,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-jewel-case-ver-1,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Jewel Case Ver.2,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-jewel-case-ver-2,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Jewel Case Ver.3,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-jewel-case-ver-3,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-3-version-set,47.87,56.32,False,5.00,0,4,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album ACT Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-act-version,18.45,19.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album BORN Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-born-version,16.51,19.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE 5 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-5-version-set,50.68,59.62,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE MINNIE Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-minnie-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE MIYEON Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-miyeon-version,9.94,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-random-version,10.03,11.80,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE SHUHUA Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-shuhua-version,10.56,12.42,False,0.00,0,0,kpopalbums,True,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE SOYEON Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-soyeon-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album JEWEL CASE YUQI Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-jewel-case-yuqi-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-random-version,15.68,18.45,False,0.00,0,0,kpopalbums,False,2022-11-14
(G)I-DLE - [I love] 5th Mini Album X-FILE Version,https://www.kpopalbums.com/collections/lastest-release/products/g-i-dle-i-love-5th-mini-album-x-file-version,16.51,19.42,False,5.00,0,1,kpopalbums,False,2022-11-14
LEE CHANHYUK (AKMU) - [ERROR] 1st Solo Album,https://www.kpopalbums.com/collections/lastest-release/products/lee-chanhyuk-akmu-error-1st-solo-album,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
N.Flying - [Dearest] 8th Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/n-flying-dearest-8th-mini-album-2-version-set,27.14,31.93,False,0.00,0,0,kpopalbums,True,2022-11-14
N.Flying - [Dearest] 8th Mini Album FROM Version,https://www.kpopalbums.com/collections/lastest-release/products/n-flying-dearest-8th-mini-album-from-version,13.91,16.37,False,0.00,0,0,kpopalbums,True,2022-11-14
N.Flying - [Dearest] 8th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/n-flying-dearest-8th-mini-album-random-version,13.23,15.56,False,0.00,0,0,kpopalbums,True,2022-11-14
N.Flying - [Dearest] 8th Mini Album TO Version,https://www.kpopalbums.com/collections/lastest-release/products/n-flying-dearest-8th-mini-album-to-version,13.91,16.37,False,0.00,0,0,kpopalbums,True,2022-11-14
OMEGA X - [VAMOS] 1st Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/omega-x-vamos-1st-mini-album-2-version-set,30.88,36.33,False,0.00,0,0,kpopalbums,False,2022-11-14
OMEGA X - [VAMOS] 1st Mini Album O Version,https://www.kpopalbums.com/collections/lastest-release/products/omega-x-vamos-1st-mini-album-o-version,16.77,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
OMEGA X - [VAMOS] 1st Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/omega-x-vamos-1st-mini-album-random-version,15.04,17.70,False,0.00,0,0,kpopalbums,False,2022-11-14
OMEGA X - [VAMOS] 1st Mini Album X Version,https://www.kpopalbums.com/collections/lastest-release/products/omega-x-vamos-1st-mini-album-x-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
ONEWE - [STUDIO WE : Recording #3] 3rd Demo Album,https://www.kpopalbums.com/collections/lastest-release/products/onewe-studio-we-recording-3-3rd-demo-album,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
YOUNGJOO SONG - [Atmosphere] 10th Album,https://www.kpopalbums.com/collections/lastest-release/products/youngjoo-song-atmosphere-10th-album,13.15,15.47,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-3-version-set,47.87,56.32,False,5.00,0,1,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT 5 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-5-version-set-1-hologram-photo-card,47.92,56.38,False,5.00,0,1,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT DIAMOND Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-huh-yun-jin-version-1-hologram-photo-card,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT EMERALD Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-hong-eun-chae-version-1-hologram-photo-card,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT PINK DIAMOND Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-kazuha-version-1-hologram-photo-card,9.98,11.74,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-random-version-1-hologram-photo-card,9.49,11.16,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT RUBY Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-kim-chae-won-version-1-hologram-photo-card,9.98,11.74,False,5.00,0,1,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album COMPACT SAPPHIRE Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-compact-sakura-version-1-hologram-photo-card,9.98,11.74,False,5.00,0,2,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-random-version,15.68,18.45,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album Vol.1,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-vol-1,16.51,19.42,False,5.00,0,1,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album Vol.2,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-vol-2,16.51,19.42,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album Vol.3,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-vol-3,16.51,19.42,False,0.00,0,0,kpopalbums,False,2022-11-14
LE SSERAFIM - [ANTIFRAGILE] 2nd Mini Album WEVERSE ALBUMS Version,https://www.kpopalbums.com/collections/lastest-release/products/le-sserafim-antifragile-2nd-mini-album-weverse-albums-version,9.02,10.61,False,0.00,0,0,kpopalbums,False,2022-11-14
LIMELIGHT - [LIMELIGHT],https://www.kpopalbums.com/collections/lastest-release/products/limelight-limelight,11.89,13.99,False,0.00,0,0,kpopalbums,False,2022-11-14
The Black Underground - [Aluminum Hipster],https://www.kpopalbums.com/collections/lastest-release/products/the-black-underground-aluminum-hipster,10.17,11.97,False,0.00,0,0,kpopalbums,True,2022-11-14
ANTS - [Trace] Nemo Album Full Version,https://www.kpopalbums.com/collections/lastest-release/products/ants-trace-nemo-album-full-version,11.89,13.99,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-2-version-set,30.88,36.33,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album FEAR Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-fear-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album FEARLESS Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-fearless-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-random-version,15.04,17.70,False,0.00,0,0,kpopalbums,False,2022-11-14
KIM YONG JUN - [Suddenly] 1st Mini Album,https://www.kpopalbums.com/collections/lastest-release/products/kim-yong-jun-suddenly-1st-mini-album,14.59,17.16,False,0.00,0,0,kpopalbums,False,2022-11-14
KIM YONG JUN - [Suddenly] 1st Mini Album META PLATFORM Version,https://www.kpopalbums.com/collections/lastest-release/products/kim-yong-jun-suddenly-1st-mini-album-meta-platform-version,11.23,13.21,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-3-version-set,42.31,49.78,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DAYDREAM Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-daydream-version,14.59,17.16,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK 9 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-9-version-set,83.34,98.05,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK CHAEHYUN Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-chaehyun-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK DAYEON Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-dayeon-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK HIKARU Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-hikaru-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK HUENING BAHIYYIH Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-huening-bahiyyih-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK MASHIRO Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-mashiro-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-random-version,9.21,10.83,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK XIAOTING Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-xiaoting-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK YESEO Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-yeseo-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK YOUNGEUN Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-youngeun-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album DIGIPACK YUJIN Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-digipack-yujin-version,9.70,11.41,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album K Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-k-version,14.59,17.16,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album MIDNIGHT Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-midnight-version,14.59,17.16,False,0.00,0,0,kpopalbums,False,2022-11-14
Kep1er - [TROUBLESHOOTER] 3rd Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/kep1er-troubleshooter-3rd-mini-album-random-version,13.86,16.31,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition 8 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-8-version-set,80.77,95.02,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition BANG CHAN Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-bang-chan-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition CHANGBIN Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-changbin-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition FELIX Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-felix-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition HAN Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-han-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition HYUNJIN Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-hyunjin-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition I.N Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-i-n-version,10.56,12.42,False,5.00,0,1,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition LEE KNOW Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-lee-know-version,10.56,12.42,False,5.00,0,1,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-random-version,9.44,11.80,False,0.00,0,0,kpopalbums,False,2022-11-14
STRAY KIDS - [MAXIDENT] CASE Edition SEUNGMIN Version,https://www.kpopalbums.com/collections/lastest-release/products/stray-kids-maxident-case-edition-seungmin-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album 3 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-3-version-set,38.40,45.18,False,5.00,0,1,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-random-version,12.58,14.80,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Ver. 1,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-ver-1,13.24,15.58,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Ver. 2,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-ver-2,13.24,15.58,False,0.00,0,0,kpopalbums,False,2022-11-14
WONHO - [Bittersweet] 2nd Single Album Ver. 3,https://www.kpopalbums.com/collections/lastest-release/products/wonho-bittersweet-2nd-single-album-ver-3,13.24,15.58,False,0.00,0,0,kpopalbums,False,2022-11-14
KWON EUN BI - [Lethality] 3rd Mini Album PHOTOBOOK 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/kwon-eun-bi-lethality-3rd-mini-album-photobook-2-version-set,27.14,31.93,False,0.00,0,0,kpopalbums,False,2022-11-14
KWON EUN BI - [Lethality] 3rd Mini Album PHOTOBOOK A Version,https://www.kpopalbums.com/collections/lastest-release/products/kwon-eun-bi-lethality-3rd-mini-album-photobook-a-version,13.91,16.37,False,0.00,0,0,kpopalbums,False,2022-11-14
KWON EUN BI - [Lethality] 3rd Mini Album PHOTOBOOK B Version,https://www.kpopalbums.com/collections/lastest-release/products/kwon-eun-bi-lethality-3rd-mini-album-photobook-b-version,13.91,16.37,False,0.00,0,0,kpopalbums,False,2022-11-14
KWON EUN BI - [Lethality] 3rd Mini Album PHOTOBOOK RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/kwon-eun-bi-lethality-3rd-mini-album-photobook-random-version,13.23,15.56,False,0.00,0,0,kpopalbums,False,2022-11-14
KWON EUN BI - [Lethality] 3rd Mini Album POCA Version,https://www.kpopalbums.com/collections/lastest-release/products/kwon-eun-bi-lethality-3rd-mini-album-poca-version,10.56,12.42,False,0.00,0,0,kpopalbums,False,2022-11-14
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/lee-chaeyeon-hush-rush-1st-mini-album-2-version-set,41.17,48.44,False,0.00,0,0,kpopalbums,False,2022-11-14
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album INFLUENCER Version,https://www.kpopalbums.com/collections/lastest-release/products/lee-chaeyeon-hush-rush-1st-mini-album-a-version,21.11,24.84,False,0.00,0,0,kpopalbums,False,2022-11-14
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album KIHNO KIT,https://www.kpopalbums.com/collections/lastest-release/products/lee-chaeyeon-hush-rush-1st-mini-album-kihno-kit,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/lee-chaeyeon-hush-rush-1st-mini-album-random-version,20.06,23.60,False,5.00,0,1,kpopalbums,False,2022-11-14
LEE CHAEYEON - [HUSH RUSH] 1st Mini Album VAMPIRE Version,https://www.kpopalbums.com/collections/lastest-release/products/lee-chaeyeon-hush-rush-1st-mini-album-b-version,21.11,24.84,False,0.00,0,0,kpopalbums,False,2022-11-14
PARK JI HOON - [THE ANSWER] 6th Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/park-ji-hoon-the-answer-6th-mini-album-2-version-set,33.50,39.41,False,0.00,0,0,kpopalbums,False,2022-11-14
PARK JI HOON - [THE ANSWER] 6th Mini Album DAY Version,https://www.kpopalbums.com/collections/lastest-release/products/park-ji-hoon-the-answer-6th-mini-album-day-version,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
PARK JI HOON - [THE ANSWER] 6th Mini Album NIGHT Version,https://www.kpopalbums.com/collections/lastest-release/products/park-ji-hoon-the-answer-6th-mini-album-night-version,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
PARK JI HOON - [THE ANSWER] 6th Mini Album PLATFORM Version,https://www.kpopalbums.com/collections/lastest-release/products/park-ji-hoon-the-answer-6th-mini-album-platform-version,11.23,13.21,False,0.00,0,0,kpopalbums,False,2022-11-14
