item,url,price,is_autograph,avg_review_value,number_of_questions,number_of_reviews,vendor,is_sold_out,ds
백호 | BAEKHO 1ST MINI ALBUM [ ABSOLUTE ZERO ] DELUXE VER.,https://www.musicplaza.com/collections/new-releases/products/%EB%B0%B1%ED%98%B8-baekho-1st-mini-album-absolute-zero-deluxe-ver,35.99,False,0.0,0,0,musicplaza,False,2022-11-14
첫사랑 | CSR 1ST SINGLE ALBUM [ Sequence : 17& ],https://www.musicplaza.com/collections/new-releases/products/%EC%B2%AB%EC%82%AC%EB%9E%91-csr-1st-single-album-sequence-17,21.99,False,0.0,0,0,musicplaza,False,2022-11-14
시크릿 넘버 | SECRET NUMBER 5TH SINGLE ALBUM [ TAP ],https://www.musicplaza.com/collections/new-releases/products/%EC%8B%9C%ED%81%AC%EB%A6%BF-%EB%84%98%EB%B2%84-secret-number-5th-single-album-tap,22.99,False,0.0,0,0,musicplaza,True,2022-11-14
진검승부 | BAD PROSECUTOR O.S.T.,https://www.musicplaza.com/collections/new-releases/products/%EC%A7%84%EA%B2%80%EC%8A%B9%EB%B6%80-bad-prosecutor-o-s-t,27.99,False,0.0,0,0,musicplaza,True,2022-11-14
법대로 사랑하라 | THE LAW CAFE O.S.T.,https://www.musicplaza.com/collections/new-releases/products/%EB%B2%95%EB%8C%80%EB%A1%9C-%EC%82%AC%EB%9E%91%ED%95%98%EB%9D%BC-the-law-cafe-o-s-t,26.99,False,0.0,0,0,musicplaza,False,2022-11-14
* HOLIDAY SPECIAL 26 | [ TREASURE ] 2021 SUMMER CAMP | OFFICIAL PHOTOCARD,https://www.musicplaza.com/collections/new-releases/products/holiday-special-26-treasure-2021-summer-camp-official-photocard,9.99,False,0.0,0,0,musicplaza,False,2022-11-14
BT21 MININI FLOWER DECO HOLDER,https://www.musicplaza.com/collections/new-releases/products/bt21-minini-flower-deco-holder,16.99,False,0.0,0,0,musicplaza,False,2022-11-14
에스파 | AESPA 2023 SEASON'S GREETINGS + POB(4PCS),https://www.musicplaza.com/collections/new-releases/products/%EC%97%90%EC%8A%A4%ED%8C%8C-aespa-2023-seasons-greetings-pob4pcs,59.99,False,0.0,0,0,musicplaza,False,2022-11-14
웨이션브이 | WAYV 2023 SEASON'S GREETINGS + POB(6PCS),https://www.musicplaza.com/collections/new-releases/products/%EC%9B%A8%EC%9D%B4%EC%85%98%EB%B8%8C%EC%9D%B4-wayv-2023-seasons-greetings-pob6pcs,59.99,False,0.0,0,0,musicplaza,False,2022-11-14
NCT DREAM 2023 SEASON'S GREETINGS + POB(7PCS),https://www.musicplaza.com/collections/new-releases/products/nct-dream-2023-seasons-greetings-pob7pcs,59.99,False,0.0,0,0,musicplaza,False,2022-11-14
NCT 127 2023 SEASON'S GREETINGS + POB(9PCS),https://www.musicplaza.com/collections/new-releases/products/nct-127-2023-seasons-greetings-pob9pcs,59.99,False,0.0,0,0,musicplaza,False,2022-11-14
